subject_as_recorded,source_authority_uri,authorized_label,structured_value
Naples (Kingdom),,Naples (Kingdom),http://id.worldcat.org/fast/1205419
Naples (Kingdom)--Foreign relations--1442-1707,,Naples (Kingdom)|International relations|1442-1707,http://id.worldcat.org/fast/1205419|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1355537
"Naples (Kingdom)--History--Anjou dynasty, 1268-1442--Sources",,Naples (Kingdom)|History|Sources,http://id.worldcat.org/fast/1205419|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
"Naples (Kingdom)--History--Spanish rule, 1442-1707",,Naples (Kingdom)|History|1442-1707,http://id.worldcat.org/fast/1205419|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355537
Naples (Kingdom)--Politics and government--Early works to 1800,,Naples (Kingdom)|Politics and government|Early works,http://id.worldcat.org/fast/1205419|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1411636
"Napoleonic Wars, 1800-1815--Campaigns--Italy",,Napoleonic Wars (1800-1815)|Military campaigns|Italy,http://id.worldcat.org/fast/1032683|http://id.worldcat.org/fast/1710190|http://id.worldcat.org/fast/1204565
Nativity of Jesus Christ,,Nativity of Jesus Christ,http://id.worldcat.org/fast/1353868
Natural history,,Natural history,http://id.worldcat.org/fast/1034268
Natural history--Pre-Linnean works,,Natural history,http://id.worldcat.org/fast/1034268
Natural theology,,Natural theology,http://id.worldcat.org/fast/1034530
Natural theology--Early works to 1800,,Natural theology|Early works,http://id.worldcat.org/fast/1034530|http://id.worldcat.org/fast/1411636
Nautical charts,,Nautical charts,http://id.worldcat.org/fast/1034762
Nautical charts--Early works to 1800,,Nautical charts|Early works,http://id.worldcat.org/fast/1034762|http://id.worldcat.org/fast/1411636
Naval art and science,,Naval art and science,http://id.worldcat.org/fast/1034937
Naval art and science--Italy--Venice--Early works to 1800,,Naval art and science|Italy|Italy--Venice|Early works,http://id.worldcat.org/fast/1034937|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411636
Navigation,,Navigation,http://id.worldcat.org/fast/1035085
Navigation--Italy--Venice--History,,Navigation|Italy|Italy--Venice|History,http://id.worldcat.org/fast/1035085|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628
Navigation--Mediterranean Region--Early works to 1800,,Navigation|Mediterranean Region|Early works,http://id.worldcat.org/fast/1035085|http://id.worldcat.org/fast/1239752|http://id.worldcat.org/fast/1411636
Negropont (Venetian colony)--History,,Europe--Negropont (Venetian colony)|History,http://id.worldcat.org/fast/1269588|http://id.worldcat.org/fast/1411628
Neoplatonism,,Neoplatonism,http://id.worldcat.org/fast/1035884
Neoplatonism--Early works to 1800,,Neoplatonism|Early works,http://id.worldcat.org/fast/1035884|http://id.worldcat.org/fast/1411636
Netherlands,,Netherlands,http://id.worldcat.org/fast/1204034
Netherlands--Drenthe,,Netherlands--Drenthe,http://id.worldcat.org/fast/1205603
"Netherlands--History--House of Burgundy, 1384-1477",,Netherlands|History,http://id.worldcat.org/fast/1204034|http://id.worldcat.org/fast/1411628
Netherlands--Overijssel,,Netherlands--Overijssel,http://id.worldcat.org/fast/1204296
Nobility,,Nobility,http://id.worldcat.org/fast/1038255
Nobility--Early works to 1800,,Nobility|Early works,http://id.worldcat.org/fast/1038255|http://id.worldcat.org/fast/1411636
Nobility--England--History,,Nobility|England|History,http://id.worldcat.org/fast/1038255|http://id.worldcat.org/fast/1219920|http://id.worldcat.org/fast/1411628
Nobility--France,,Nobility|France,http://id.worldcat.org/fast/1038255|http://id.worldcat.org/fast/1204289
Nobility--Italy--Florence--Genealogy,,Nobility|Italy|Italy--Florence|Genealogy,http://id.worldcat.org/fast/1038255|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699|http://id.worldcat.org/fast/1423818
Nobility--Spain--Early works to 1800,,Nobility;Spain;Early works,http://id.worldcat.org/fast/1038255;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636
Nola (Italy),,Italy--Nola,http://id.worldcat.org/fast/1217539
Normandy (France)--History--Economic conditions--14th century,,France--Normandy|History|Economic history|Fourteenth century,http://id.worldcat.org/fast/1210709|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/901974|http://id.worldcat.org/fast/933420
Northamptonshire (England)--History,,England--Northamptonshire|History,http://id.worldcat.org/fast/1212740|http://id.worldcat.org/fast/1411628
Northumberland (England)--History,,England--Northumberland|History,http://id.worldcat.org/fast/1207030|http://id.worldcat.org/fast/1411628
Nosairians,,Nosairians,http://id.worldcat.org/fast/1039491
Notaries,,Notaries,http://id.worldcat.org/fast/1039553
Notaries (Canon law),,Notaries (Canon law),http://id.worldcat.org/fast/1039575
"Notaries (Canon law)--Handbooks, manuals, etc.--Early works to 1800",,Notaries (Canon law)|Handbooks and manuals|Early works,http://id.worldcat.org/fast/1039575|http://id.worldcat.org/fast/1423877|http://id.worldcat.org/fast/1411636
Notaries--Italy,,Notaries|Italy,http://id.worldcat.org/fast/1039553|http://id.worldcat.org/fast/1204565
Nottinghamshire (England)--History,,England--Nottinghamshire|History,http://id.worldcat.org/fast/1206866|http://id.worldcat.org/fast/1411628
Novitiate,,Novitiate,http://id.worldcat.org/fast/1039810
Novitiate--Early works to 1800,,Novitiate|Early works,http://id.worldcat.org/fast/1039810|http://id.worldcat.org/fast/1411636
Oaths,,Oaths,http://id.worldcat.org/fast/1042646
Oaths--Germany,,Oaths|Germany,http://id.worldcat.org/fast/1042646|http://id.worldcat.org/fast/1210272
Offenses against religion,,Offenses against religion,http://id.worldcat.org/fast/1044019
Offenses against religion--France,,Offenses against religion|France,http://id.worldcat.org/fast/1044019|http://id.worldcat.org/fast/1204289
Old age,,Old age,http://id.worldcat.org/fast/1045272
Old age--Early works to 1800,,Old age|Early works,http://id.worldcat.org/fast/1045272|http://id.worldcat.org/fast/1411636
Ontology,,Ontology,http://id.worldcat.org/fast/1045995
Ontology--Early works to 1800,,Ontology|Early works,http://id.worldcat.org/fast/1045995|http://id.worldcat.org/fast/1411636
Oratory,,Oratory,http://id.worldcat.org/fast/1047214
Oratory--Early works to 1800,,Oratory|Early works,http://id.worldcat.org/fast/1047214|http://id.worldcat.org/fast/1411636
Orders of knighthood and chivalry,,Orders of knighthood and chivalry,http://id.worldcat.org/fast/1047396
Orders of knighthood and chivalry--France,,Orders of knighthood and chivalry|France,http://id.worldcat.org/fast/1047396|http://id.worldcat.org/fast/1204289
Ordnance--Manufacture,,Ordnance--Manufacture,http://id.worldcat.org/fast/1047441
Ordnance--Manufacture--History,,Ordnance--Manufacture|History,http://id.worldcat.org/fast/1047441|http://id.worldcat.org/fast/1411628
Oregon--Eugene,,Oregon--Eugene,http://id.worldcat.org/fast/1205922
Orvieto (Italy)--History--15th century,,Italy--Orvieto|History|Fifteenth century,http://id.worldcat.org/fast/1209989|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Overijssel (Netherlands)--Early works to 1800,,Netherlands--Overijssel|Early works,http://id.worldcat.org/fast/1204296|http://id.worldcat.org/fast/1411636
Padua (Italy),,Italy--Padua,http://id.worldcat.org/fast/1204701
Padua (Italy)--History--16th century,,Italy--Padua|History|Sixteenth century,http://id.worldcat.org/fast/1204701|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Palermo (Italy)--History--15th century,,Italy--Palermo|History|Fifteenth century,http://id.worldcat.org/fast/1204982|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Palestine--Description and travel,,Middle East--Palestine|Voyages and travels,http://id.worldcat.org/fast/1207534|http://id.worldcat.org/fast/1169308
Palestine--History--638-1917,,Middle East--Palestine|History,http://id.worldcat.org/fast/1207534|http://id.worldcat.org/fast/1411628
Pantelleria Island (Italy)--History,,Italy--Pantelleria Island|History,http://id.worldcat.org/fast/1243673|http://id.worldcat.org/fast/1411628
Papacy,,Papacy,http://id.worldcat.org/fast/1052284
Papacy--Early works to 1800,,Papacy|Early works,http://id.worldcat.org/fast/1052284|http://id.worldcat.org/fast/1411636
Papacy--History--1309-1378,,Papacy|History,http://id.worldcat.org/fast/1052284|http://id.worldcat.org/fast/1411628
Papacy--History--1447-1565,,Papacy|History,http://id.worldcat.org/fast/1052284|http://id.worldcat.org/fast/1411628
Papacy--History--1566-1799,,Papacy|History,http://id.worldcat.org/fast/1052284|http://id.worldcat.org/fast/1411628
Papacy--History--Early works to 1800,,Papacy;History;Early works,http://id.worldcat.org/fast/1052284;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1411636
Papacy--History--To 1309,,Papacy|History,http://id.worldcat.org/fast/1052284|http://id.worldcat.org/fast/1411628
Papal legates,,Papal legates,http://id.worldcat.org/fast/1052313
Papal legates--Holy Roman Empire,,Papal legates|Europe--Holy Roman Empire,http://id.worldcat.org/fast/1052313|http://id.worldcat.org/fast/1205344
Papal States--Court and courtiers--Early works to 1800,,Europe--Papal States|Courts and courtiers|Early works,http://id.worldcat.org/fast/1205528|http://id.worldcat.org/fast/881829|http://id.worldcat.org/fast/1411636
Papal States--Foreign relations--Italy--Florence,,Europe--Papal States|International relations|Italy|Italy--Florence,http://id.worldcat.org/fast/1205528|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Papal States--History,,Europe--Papal States|History,http://id.worldcat.org/fast/1205528|http://id.worldcat.org/fast/1411628
Papal States--Politics and government--Early works to 1800,,Europe--Papal States|Politics and government|Early works,http://id.worldcat.org/fast/1205528|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1411636
Parables,,Parables,http://id.worldcat.org/fast/1052768
Parables--Early works to 1800,,Parables|Early works,http://id.worldcat.org/fast/1052768|http://id.worldcat.org/fast/1411636
Parent and child (Law),,Parent and child (Law),http://id.worldcat.org/fast/1053336
Parent and child (Law)--Italy,,Parent and child (Law)|Italy,http://id.worldcat.org/fast/1053336|http://id.worldcat.org/fast/1204565
Parishes,,Parishes,http://id.worldcat.org/fast/1053582
Parishes--France--Early works to 1800,,Parishes|France|Early works,http://id.worldcat.org/fast/1053582|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411636
Parma (Italy)--History--16th century,,Italy--Parma|History|Sixteenth century,http://id.worldcat.org/fast/1204569|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Passau (Germany)--Church history,,Germany--Passau|Church history,http://id.worldcat.org/fast/1208275|http://id.worldcat.org/fast/1411629
Passau (Germany)--History--Sources,,Germany--Passau|History|Sources,http://id.worldcat.org/fast/1208275|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Passion of Jesus Christ,,Passion of Jesus Christ,http://id.worldcat.org/fast/1353950
Passover--Liturgy,,Passover--Liturgy,http://id.worldcat.org/fast/1054460
Passover--Liturgy--Texts,,Passover--Liturgy|Texts,http://id.worldcat.org/fast/1054460|http://id.worldcat.org/fast/1423705
"Pastoral poetry, Latin",,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657
Pastoral theology--Catholic Church,,Pastoral theology--Catholic Church,http://id.worldcat.org/fast/1054696
Pastoral theology--Catholic Church--Early works to 1800,,Pastoral theology--Catholic Church|Early works,http://id.worldcat.org/fast/1054696|http://id.worldcat.org/fast/1411636
"Pazzi Conspiracy, 1478",,Pazzi Conspiracy (1478),http://id.worldcat.org/fast/1055741
Peasant uprisings,,Peasant uprisings,http://id.worldcat.org/fast/1056146
Peasant uprisings--Europe,,Peasant uprisings|Europe,http://id.worldcat.org/fast/1056146|http://id.worldcat.org/fast/1245064
Peasant uprisings--Germany--Franconia,,Peasant uprisings|Germany|Germany--Franconia,http://id.worldcat.org/fast/1056146|http://id.worldcat.org/fast/1210272|http://id.worldcat.org/fast/1244296
Penance,,Penance,http://id.worldcat.org/fast/1056817
Penance (Canon law),,Penance (Canon law),http://id.worldcat.org/fast/1056824
Penance--Catholic Church--Early works to 1800,,Penance|Catholic Church|Early works,http://id.worldcat.org/fast/1056817|http://id.worldcat.org/fast/531720|http://id.worldcat.org/fast/1411636
Penance--Early works to 1800,,Penance|Early works,http://id.worldcat.org/fast/1056817|http://id.worldcat.org/fast/1411636
Penitentials,,Penitentials,http://id.worldcat.org/fast/1056957
Penitentials--Early works to 1800,,Penitentials|Early works,http://id.worldcat.org/fast/1056957|http://id.worldcat.org/fast/1411636
Pentecost,,Pentecost,http://id.worldcat.org/fast/1057173
Pentecost--Sermons--Early works to 1800,,Pentecost|Sermons|Early works,http://id.worldcat.org/fast/1057173|http://id.worldcat.org/fast/1423904|http://id.worldcat.org/fast/1411636
Perfumes,,Perfumes,http://id.worldcat.org/fast/1057972
Perfumes--Early works to 1800,,Perfumes|Early works,http://id.worldcat.org/fast/1057972|http://id.worldcat.org/fast/1411636
Perfumes--Religious aspects--Islam--Early works to 1800,,Perfumes--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/1057977;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Perpetual calendars,,Perpetual calendars,http://id.worldcat.org/fast/1058339
Perpetual calendars--Early works to 1800,,Perpetual calendars|Early works,http://id.worldcat.org/fast/1058339|http://id.worldcat.org/fast/1411636
Persecution,,Persecution,http://id.worldcat.org/fast/1058354
Persecution--Early church,,Persecution--Early church,http://id.worldcat.org/fast/1907139
"Persecution--History--Early church, ca. 30-600--Drama",,Persecution|History|30-600|Drama,http://id.worldcat.org/fast/1058354|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355906|http://id.worldcat.org/fast/1423879
"Persian language--Glossaries, vocabularies, etc.--Early works to 1800",,"Persian language;Glossaries, vocabularies, etc.;Early works",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1411636
Persian letters,,Persian letters,http://id.worldcat.org/fast/1058523
Persian literature,,Persian literature,http://id.worldcat.org/fast/1058528
Persian literature--747-1500,,Persian literature,http://id.worldcat.org/fast/1058528
Persian poetry,,Persian poetry,http://id.worldcat.org/fast/1058542
Persian poetry--747-1500,,Persian poetry,http://id.worldcat.org/fast/1058542
Persian poetry--747-1500--History and criticism,,"Persian poetry;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411635
Persian poetry--Early works to 1800,,Persian poetry;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411636
Persian prose literature,,Persian prose literature,http://id.worldcat.org/fast/1058548
Perugia (Italy : Province)--History--14th century,,Italy--Perugia (Province)|History|Fourteenth century,http://id.worldcat.org/fast/1331589|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Perugia (Italy : Province)--History--16th century,,Italy--Perugia (Province)|History|Sixteenth century,http://id.worldcat.org/fast/1331589|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
